,timestamp,ID,r_len,P1_isanormalperson,P1_age,P1_gender,P1_nationality,P1_r_type,P1_IOS,P2_isanormalperson,P2_age,P2_gender,P2_nationality,P2_r_type,P2_IOS,key_press,rt,trial_stim
49,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002396250201855,BR
50,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5001994999765884,BM
51,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.500306708010612,BM
52,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5003367080062162,YR
53,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5001714589889161,BL
54,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002451660111547,BL
55,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5003846250183415,YL
56,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5001853329886217,YR
57,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002490000042599,YR
58,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5003447080089245,YR
59,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002237910230178,YM
60,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.500353624986019,YM
61,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5003939170273952,BR
62,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002584579924587,YR
63,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.500200375012355,BR
64,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002129999920726,BR
65,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002552499936428,BL
66,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5002100830024574,YM
67,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5003951249818783,YR
68,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.5001923330128193,YL
69,2022_Jan_20_1337,12079,23,Yes,23,Other,23rwefw,Family,3,Yes,34,Male,wefwef,Family,3,none,1.500291375006782,YR
