,timestamp,ID,r_len,P1_isanormalperson,P1_age,P1_gender,P1_nationality,P1_r_type,P1_IOS,P2_isanormalperson,P2_age,P2_gender,P2_nationality,P2_r_type,P2_IOS,key_press,rt,trial_stim
28,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.3666102000279352,YM
29,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.358802100061439,YM
30,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.5545271000592038,BM
31,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.4210795999970287,BR
32,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.47148880001623183,YL
33,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.5081601999700069,YR
34,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.6509402999654412,BL
35,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.685113099985756,BR
36,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.4217236000113189,BL
37,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.44190549990162253,BR
38,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.42796110000927,BM
39,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.44038990000262856,YL
40,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.39193499996326864,YL
41,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.39535679994150996,YM
42,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.4284617000957951,YR
43,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.4756076999474317,YL
44,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.4012123999418691,BL
45,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.6870496000628918,YL
46,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.5150562999770045,BR
47,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.4992273999378085,BR
48,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.41643219999969006,BL
49,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.40834570000879467,BL
50,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.43596319993957877,YM
51,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.4704469999996945,BR
52,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.40824829996563494,YM
53,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.4149741999572143,YR
54,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.412080500042066,YR
55,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.5083894999697804,BR
56,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.4063042000634596,BM
57,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.3592110000317916,BR
58,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.3537532000336796,BR
59,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.3519953000359237,BL
60,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.36326239991467446,BL
61,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.5586744999745861,YR
62,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.31232910009566694,YR
63,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.33425469999201596,YR
64,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.44350240007042885,BR
65,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.3854345000581816,BR
66,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.4686602000147104,YR
67,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,p,0.5335716999834403,BR
68,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.4080083000008017,YL
69,2022_Jan_20_1411,73906,8,Yes,77,Male,hh,Romantic,2,Yes,78,-,687,-,6,w,0.4259161000372842,YR
